,index,date,result_page,subsection_name,headline,_id,word_count,print_page,web_url,byline,keywords,section_name,document_type,snippet,source,pub_date,lead_paragraph,type_of_material,uri,multimedia,abstract,news_desk,print_section
445,10780,1999-12-05,1,Unknown,"{'main': 'Quicker Than St. John the Divine', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quicker Than St. John the Divine', 'name': None, 'seo': None, 'sub': None}",nyt://article/c4c00cb3-013e-594e-a30e-fc9e8c2fe33c,1302,16.0,https://www.nytimes.com/1999/12/05/books/quicker-than-st-john-the-divine.html,"{'original': 'By Steven Heller', 'person': [{'firstname': 'Steven', 'middlename': None, 'lastname': 'Heller', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",[],Books,article,Unknown,The New York Times,1999-12-05T05:00:00+0000,Building The Book,Review,nyt://article/c4c00cb3-013e-594e-a30e-fc9e8c2fe33c,[], Building The Book   ''Cathedral''   By David Macaulay.   112 pp. Boston:   Walter Lorraine Books/   Houghton Mifflin Company. $29.95.  ,Book Review Desk,7
446,1078,1993-11-28,1,Unknown,"{'main': 'New & Noteworthy Paperbacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'New & Noteworthy Paperbacks', 'name': None, 'seo': None, 'sub': None}",nyt://article/86d19e41-1020-5919-b39a-2ba1e7edde69,903,32.0,https://www.nytimes.com/1993/11/28/books/new-noteworthy-paperbacks-605893.html,"{'original': 'By Laurel Graeber', 'person': [{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}]",Books,article,Unknown,The New York Times,1993-11-28T05:00:00+0000,"ROUND UP THE USUAL SUSPECTS The Making of ""Casablanca"" -- Bogart, Bergman, and World War II By Aljean Harmetz. Hyperion, $12.95. The stars are dead but the film will live on, for reasons the author reveals. Her study of what may be America's best-loved movie ""deploys telling details and illuminating anecdotes,"" Desmond Ryan said here last year.",Review,nyt://article/86d19e41-1020-5919-b39a-2ba1e7edde69,[],"  ROUND UP THE USUAL SUSPECTS The Making of ""Casablanca"" -- Bogart, Bergman, and World War II By Aljean Harmetz. Hyperion, $12.95. The stars are dead but the film will live on, for reasons the author reveals. Her study of what may be America's best-loved movie ""deploys telling details and illuminating anecdotes,"" Desmond Ryan said here last year.",Book Review Desk,7
447,11825,2000-07-23,0,Unknown,"{'main': 'Crime', 'kicker': None, 'content_kicker': None, 'print_headline': 'Crime', 'name': None, 'seo': None, 'sub': None}",nyt://article/51b55ab1-0b3f-5ee3-bb5d-ef421418d259,1004,20.0,https://www.nytimes.com/2000/07/23/books/crime-196681.html,"{'original': 'By Marilyn Stasio', 'person': [{'firstname': 'Marilyn', 'middlename': None, 'lastname': 'Stasio', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Child, Lee', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hambly, Barbara', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Evans, Penelope', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Greenleaf, Stephen', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Reichs, Kathy', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'DOWN THE RIVER (BOOK)', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'DEADLY DECISIONS (BOOK)', 'rank': 9, 'major': 'N'}, {'name': 'creative_works', 'value': 'RUNNING BLIND (BOOK)', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'ELLIPSIS (BOOK)', 'rank': 11, 'major': 'N'}, {'name': 'creative_works', 'value': 'FIRST FRUITS (BOOK)', 'rank': 12, 'major': 'N'}]",Books,article,"Marilyn Stasio reviews books Sold Down the River by Barbara Hambly, Running Blind by Lee Child, Deadly Decisions by Kathy Reichs, First Fruits by Penelope Evans and Ellipsis by Stephen Greenleaf; drawing (M)",The New York Times,2000-07-23T05:00:00+0000,"Four years after the 1831 slave revolt led by Nat Turner in Virginia, black Americans were still being worked like livestock and their white owners were even more fearful of insurrection. In a masterly piece of historical storytelling, Barbara Hambly calls up the horrors of slavery in SOLD DOWN THE RIVER (Bantam, $23.95), the fourth and most unsettling chapter in her remarkable series featuring Benjamin January, a freed slave whose Paris education earns him a living in New Orleans and whose refined sense of justice puts him in peril wherever he goes.",Review,nyt://article/51b55ab1-0b3f-5ee3-bb5d-ef421418d259,[],"Marilyn Stasio reviews books Sold Down the River by Barbara Hambly, Running Blind by Lee Child, Deadly Decisions by Kathy Reichs, First Fruits by Penelope Evans and Ellipsis by Stephen Greenleaf; drawing (M)",Book Review Desk,7
448,17698,2004-11-14,0,Unknown,"{'main': ""'The Final Solution': Bird of the Baskervilles"", 'kicker': None, 'content_kicker': None, 'print_headline': 'Bird of the Baskervilles', 'name': None, 'seo': None, 'sub': None}",nyt://article/0a4b758d-97ab-5fb2-82dc-91e1b75d1945,895,57.0,https://www.nytimes.com/2004/11/14/books/review/the-final-solution-bird-of-the-baskervilles.html,"{'original': 'By Deborah Friedell', 'person': [{'firstname': 'Deborah', 'middlename': None, 'lastname': 'Friedell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Chabon, Michael', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}]",Books,article,  THE FINAL SOLUTION   A Story of Detection.   By Michael Chabon.   Illustrated. 131 pp. Fourth Estate/   HarperCollins Publishers.   $16.95.  ,The New York Times,2004-11-14T05:00:00+0000,THE FINAL SOLUTION A Story of Detection. By Michael Chabon. Illustrated. 131 pp. Fourth Estate/ HarperCollins Publishers. $16.95.,Review,nyt://article/0a4b758d-97ab-5fb2-82dc-91e1b75d1945,[],  THE FINAL SOLUTION   A Story of Detection.   By Michael Chabon.   Illustrated. 131 pp. Fourth Estate/   HarperCollins Publishers.   $16.95.  ,Book Review Desk,7
449,2378,2008-07-20,0,Book Review,"{'main': 'Killer Children', 'kicker': None, 'content_kicker': None, 'print_headline': 'Killer Children', 'name': None, 'seo': None, 'sub': None}",nyt://article/40569945-6528-5570-88b2-cf402f35140f,1173,1.0,https://www.nytimes.com/2008/07/20/books/review/Harrison-t.html,"{'original': 'By Kathryn Harrison', 'person': [{'firstname': 'Kathryn', 'middlename': None, 'lastname': 'Harrison', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'subject', 'value': 'Juvenile Delinquency', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kirino, Natsuo', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Tokyo (Japan)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Dostoyevsky, Fyodor', 'rank': 7, 'major': 'N'}]",Books,article,"In Natsuo Kirino’s novel, a juvenile killer on the run in Tokyo murders without conscience -- and only in retrospect attempts to invent a philosophy to explain his crime.",The New York Times,2008-07-20T04:00:00+0000,"“Sprinkle in some Dostoyevsky or Nietzsche or whatever. ... Then sort of wrap it up like ‘Evangelion,’” the popular animated television series that pits paramilitary teenagers against enemy angels bent on destroying humankind. Worm, the cipher at the center of Natsuo Kirino’s disquieting and suspenseful novel “Real World” and a juvenile killer on the run, is directing Terauchi, one of the four girls who become his accessories, to write a manifesto to fit the crime he has committed. He’d like it to be “something creative” rather than “introspective,” a “cool” and “incomprehensible” poem or story. Otherwise, his readers might conclude he isn’t the disaffected nihilist he imagines himself to be. “It doesn’t have to be long,” Worm tells Terauchi, but it does have to be “better than what that killer Sakakibara wrote.”",Review,nyt://article/40569945-6528-5570-88b2-cf402f35140f,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/20/books/cover-650.jpg', 'height': 543, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/20/books/cover-190.jpg', 'height': 159, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/20/books/cover-395.jpg', 'height': 330, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/20/books/cover-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/20/books/cover-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","In Natsuo Kirino’s novel, a juvenile killer on the run in Tokyo murders without conscience -- and only in retrospect attempts to invent a philosophy to explain his crime.",BookReview,BR
450,8081,1998-05-03,0,Book Review,"{'main': 'Books in Brief: Fiction & Poetry; Lives Not Quite Lived', 'kicker': None, 'content_kicker': None, 'print_headline': 'Books in Brief: Fiction & Poetry; Lives Not Quite Lived', 'name': None, 'seo': None, 'sub': None}",nyt://article/45af3bfd-0cc3-54f2-9d09-8991dfa94781,263,20.0,https://www.nytimes.com/1998/05/03/books/books-in-brief-fiction-poetry-lives-not-quite-lived.html,"{'original': 'By Barbara Fisher', 'person': [{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Fisher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Fisher, Barbara', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hobbie, Douglas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'This Time Last Year (Book)', 'rank': 5, 'major': 'N'}]",Books,article,Barbara Fisher reviews book This Time Last Year by Douglas Hobbie; drawing (S)1,The New York Times,1998-05-03T05:00:00+0000,"Sudden death and early loss haunt the characters in Douglas Hobbie's sorrow-filled third novel, THIS TIME LAST YEAR (John Macrae/Holt, $23). Henry Ash, grieving for the loss of his daughter (a young woman who died from a lingering disease with slow and savage self-awareness), is spending the summer alone in Vermont. Henry's summer project is a study of Melville, Whitman and Dickinson entitled ''Loners.'' In his spare time, he reads James's novel of renunciation, ''The Ambassadors.'' His second wife, Elizabeth, while traveling in England, struggles to reconcile herself to the prospect of sharing Henry's grim new reality. In Vermont, Henry lives in a house once inhabited in body and now in spirit by Fitz, a man who was afraid to live his own life fully and who was felled before he could realize his best intentions. Also vacationing in Vermont is Helen, a book editor from New York who has recovered physically, but perhaps not emotionally, from breast cancer surgery. The lives not lived by the characters in this novel, like the lives not lived by the American eccentrics whose work Henry reads, call out for redress. While most of the narrative is told in Henry's constrained prose, some of it is reported in Fitz's confessional journal, in Elizabeth's detached postcards and in Helen's urgent telephone calls. Sadness, loneliness and loss have many voices. Yet all the voices in this carefully controlled and beautifully balanced novel fairly shout one message -- carpe diem. Barbara Fisher",Review,nyt://article/45af3bfd-0cc3-54f2-9d09-8991dfa94781,[],Barbara Fisher reviews book This Time Last Year by Douglas Hobbie; drawing (S)1,Book Review Desk,7
451,11693,2000-06-18,3,Unknown,"{'main': 'New & Noteworthy Paperbacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'New & Noteworthy Paperbacks', 'name': None, 'seo': None, 'sub': None}",nyt://article/f3babdec-0a29-5521-9646-d30ee245c9f2,774,28.0,https://www.nytimes.com/2000/06/18/books/new-noteworthy-paperbacks-661430.html,"{'original': 'By Scott Veale', 'person': [{'firstname': 'Scott', 'middlename': None, 'lastname': 'Veale', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",[],Books,article,Unknown,The New York Times,2000-06-18T05:00:00+0000,Dreamland,Review,nyt://article/f3babdec-0a29-5521-9646-d30ee245c9f2,[]," Dreamland  By Kevin Baker. HarperTorch, $6.99.    Set in lower Manhattan and Coney Island circa 1910, this wild novel is a stew of real-life and fictional gangsters, Tammany pols, labor reformers and carnival performers, all deployed in a sprawling plot that begins with the ill-advised rescue of a midget by a gangster named Kid Twist. '' 'Dreamland' is historical fiction at its most entertaining,'' Thomas Mallon said here in 1999.    Annals of the Former World  By John McPhee. Farrar, Straus & Giroux, $18.    This Pulitzer Prize-winning opus about North America's rockscape pulls together the author's four previous books on geological history (focusing on the continent's dramatic eastern and western extremes) and a new essay on the Midwest. The result is an orderly march through deep time, exposing a lode of science and digressions. In 1998 our reviewer, David Quammen, found McPhee an overly cautious tour guide, but said, ''There are gemlike sentences, richly rhythmic paragraphs, nicely burnished synecdoches, metaphors as pungent as wasabi and, behind those felicities, vast amounts of painstaking research.''    Who's Irish? Stories  By Gish Jen. Vintage Contemporaries, $12.    The helter-skelter of the American immigrant experience is the subject of these tales, most of which revolve around cross-cultural skirmishes between an older generation of Chinese and their more assimilated children. ''Jen's gift is for comedy that resonates, and sadnesses that arise with perfect timing from absurdities,'' Jean Thompson wrote here in 1999.    An Actor and His Time  By John Gielgud with John Miller and John Powell.  Applause, $16.95.    In his modest memoir, the British actor, who died last month at 96, reveals his passion for the theatrical life while offering breezy portraits of T. S. Eliot, Edith Evans, Marlon Brando and others in his varied and eccentric supporting cast. ''He recounts his past with the same urbanity and sensitivity that have characterized his art,'' Frank Rich wrote here in 1980.    Breath and Shadows  By Ella Leffland. Ballantine, $14.    At the core of this melancholic novel about three generations of a well-to-do Danish clan is the question of what we lose in a lifetime, and what we leave behind to prove we existed. The result is ''an exquisite and moving family saga,'' Brooks Hansen wrote here last year.    The Lustre of Our Country:  The American Experience of Religious Freedom  By John T. Noonan Jr. University of California, $17.95.    A federal judge chronicles America's pursuit of religious freedom and the difficulties of reconciling faith and politics. In 1998 our reviewer, Richard Wightman Fox, called this a ''very enlightening tour through a complex legal and religious history.''    Truth Comes in Blows: A Memoir  By Ted Solotaroff. Norton, $13.95.    An editor and critic recalls his difficult childhood in prewar New Jersey and his struggle to understand his brutish father, the emperor of a plate-glass business and a malignant force in the lives of his family. ''For all its pain and sadness, 'Truth Comes in Blows' is as touching as gratitude and forgiveness, as exhilarating as truth,'' David Margolick wrote here in 1998. Fathers, Sons, and Brothers: The Men in My Family, by Bret Lott (Washington Square/Pocket Books, $12.95), is a collection of autobiographical essays exploring the complex emotions of being a son, sibling and father. ''Lott observes and beautifully renders those small moments that can change a life,'' Andrea Cooper said here in 1997. ''He captures the rough-and-tumble of men growing up.''    Imani All Mine  By Connie Porter. Mariner/Houghton Mifflin, $12.    Tasha is an unwed teenage mother in a Buffalo ghetto where her promise is frustrated by daunting obstacles, including her neglectful parents and teachers and her own poor self-image. Last year our reviewer, Andrea Higbie, called this a ''beautifully realized novel.'' The same publisher has reissued Porter's first novel, All-Bright COURT ($12), which traces two decades of life in a community of black steelworkers who migrated to upstate New York from the rural South in the 1960's. ''Porter conveys the truth of her characters' lives,'' Anne Whitehouse said here in 1991.    Fleur de Leigh's Life of Crime  By Diane Leslie. Scribner, $12.    The 10-year-old heroine of this first novel, failing to gain the attention of her glamorous show-biz parents in 1950's Hollywood, turns for love to a procession of oddball nannies. The result is ''a delicious and disturbing'' coming-of-age story, Nina Sonenberg said here in 1999.    Writing New York: A Literary Anthology  Edited by Phillip Lopate.  Washington Square/Pocket Books, $22.95.    This hymn to New York City marshals more than 100 voices spanning two centuries, from Washington Irving to Tom Wolfe, Edgar Allan Poe to Dawn Powell. Lopate's ''excellent anthology'' includes ''writers who love crowds and writers who hang out alone and brood,'' Garrison Keillor wrote here in 1998.   Scott Veale  ",Book Review Desk,7
452,4380,1996-01-28,0,Unknown,"{'main': 'A Cuckold in Crown Heights', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Cuckold in Crown Heights', 'name': None, 'seo': None, 'sub': None}",nyt://article/18de692a-f6f4-52bb-968f-29ce822331be,866,14.0,https://www.nytimes.com/1996/01/28/books/a-cuckold-in-crown-heights.html,"{'original': 'By Jacqueline Carey', 'person': [{'firstname': 'Jacqueline', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Cohen, Robert', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'HERE AND NOW, THE (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Unknown,The New York Times,1996-01-28T05:00:00+0000,"THE HERE AND NOW By Robert Cohen. 351 pp. New York: Scribner. $22. TOWARD the end of Robert Cohen's second novel, ""The Here and Now,"" the narrator's best friend, Warren Pinsky, comes back to New York from Texas and remarks that he misses Jews. ""Oh sure,"" he tells Sam Karnish, ""we've got them in the Sun Belt, but down there it's like . . . well, you've seen it. Even the rabbis wear sweat suits.""",Review,nyt://article/18de692a-f6f4-52bb-968f-29ce822331be,[],"    THE HERE AND NOW By Robert Cohen. 351 pp. New York: Scribner. $22.     TOWARD the end of Robert Cohen's second novel, ""The Here and Now,"" the narrator's best friend, Warren Pinsky, comes back to New York from Texas and remarks that he misses Jews. ""Oh sure,"" he tells Sam Karnish, ""we've got them in the Sun Belt, but down there it's like . . . well, you've seen it. Even the rabbis wear sweat suits.""   ",Book Review Desk,7
453,2449,1994-11-06,2,Book Review,"{'main': 'The Diary of a Suicide', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Diary of a Suicide', 'name': None, 'seo': None, 'sub': None}",nyt://article/b473a3d5-bf9d-592d-9543-549ec056c3f2,669,37.0,https://www.nytimes.com/1994/11/06/books/the-diary-of-a-suicide.html,"{'original': 'By David R. Slavitt', 'person': [{'firstname': 'David', 'middlename': 'R.', 'lastname': 'Slavitt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Slavitt, David R', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Vanderbilt, Gloria', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'MEMORY BOOK OF STARR FAITHFULL, THE (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,"THE MEMORY BOOK OF STARR FAITHFULL
By Gloria Vanderbilt.
309 pp. New York:
Alfred A. Knopf. $24.",The New York Times,1994-11-06T05:00:00+0000,THE MEMORY BOOK OF STARR FAITHFULLBy Gloria Vanderbilt.309 pp. New York:Alfred A. Knopf. $24.,Review,nyt://article/b473a3d5-bf9d-592d-9543-549ec056c3f2,[],"THE MEMORY BOOK OF STARR FAITHFULL
By Gloria Vanderbilt.
309 pp. New York:
Alfred A. Knopf. $24.",Book Review Desk,7
454,18389,2005-07-03,0,Unknown,"{'main': 'Fiction Chronicle', 'kicker': None, 'content_kicker': None, 'print_headline': 'FICTION CHRONICLE', 'name': None, 'seo': None, 'sub': None}",nyt://article/2d568e79-0aa5-5fe4-80f8-bd914ae07ad6,1272,16.0,https://www.nytimes.com/2005/07/03/books/review/fiction-chronicle.html,"{'original': 'By Gregory Cowles', 'person': [{'firstname': 'Gregory', 'middlename': None, 'lastname': 'Cowles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Wilson, A N', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Weinberger, Caspar', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Busch, Frederick', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Zuravleff, Mary Kay', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Simon, Scott', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 6, 'major': 'N'}]",Books,article,"PRETTY BIRDS. By Scott Simon. (Random House, $24.95.) Simon, the host of ''Weekend Edition'' on National Public Radio, draws on his background as a war correspondent in this searing first novel, which traces the experiences of a young sniper durin...",The New York Times,2005-07-03T05:00:00+0000,"PRETTY BIRDS. By Scott Simon. (Random House, $24.95.) Simon, the host of ""Weekend Edition"" on National Public Radio, draws on his background as a war correspondent in this searing first novel, which traces the experiences of a young sniper during the siege of Sarajevo. Before the war, Irena Zaric is a typical cosmopolitan teenager: a star basketball player, obsessed with Sting, Lady Di and Johnny Depp, she sneaks an occasional joint and carries on a furtive, casual affair with her coach. Then the Serbs advance, intent on purging Bosnia of its Muslim population, and Irena flees across the river with her family. Simon is unsparing in his catalog of war's cruelties -- as the siege drags on, the Bosnians are reduced to burning furniture for fuel and eating the worms in their macaroni -- but his real achievement is in realizing that even as she trades a basketball for a rifle, Irena remains 17 years old, the kind of girl who packs purple nail polish and a teddy bear for her descent into hell. The result is a portrait of resilience, punctuated by mortar blasts and Clash songs, and a tragicomic study of the moral ambivalence war forces on its victims. ""I'm kind of a pacifist,"" Irena tells the man who recruits her as a sniper. His reply: ""So am I. When the world permits.""",Review,nyt://article/2d568e79-0aa5-5fe4-80f8-bd914ae07ad6,[],"   PRETTY BIRDS. By Scott Simon. (Random House, $24.95.) Simon, the host of ''Weekend Edition'' on National Public Radio, draws on his background as a war correspondent in this searing first novel, which traces the experiences of a young sniper during the siege of Sarajevo. Before the war, Irena Zaric is a typical cosmopolitan teenager: a star basketball player, obsessed with Sting, Lady Di and Johnny Depp, she sneaks an occasional joint and carries on a furtive, casual affair with her coach. Then the Serbs advance, intent on purging Bosnia of its Muslim population, and Irena flees across the river with her family. Simon is unsparing in his catalog of war's cruelties -- as the siege drags on, the Bosnians are reduced to burning furniture for fuel and eating the worms in their macaroni -- but his real achievement is in realizing that even as she trades a basketball for a rifle, Irena remains 17 years old, the kind of girl who packs purple nail polish and a teddy bear for her descent into hell. The result is a portrait of resilience, punctuated by mortar blasts and Clash songs, and a tragicomic study of the moral ambivalence war forces on its victims. ''I'm kind of a pacifist,'' Irena tells the man who recruits her as a sniper. His reply: ''So am I. When the world permits.''    THE BOWL IS ALREADY BROKEN. By Mary Kay Zuravleff. (Farrar, Straus & Giroux, $25.) Disaster strikes early in Zuravleff's genial comic novel, when a priceless Chinese bowl shatters on the steps of the Museum of Asian Art in Washington. Left to pick up the pieces is Promise Whittaker, the museum's acting director, but Promise has other things to worry about: she's unexpectedly pregnant, an employee is dipping into the museum's funds, and her predecessor has been kidnapped by terrorists in an Asian desert. Worse still, her bosses want to convert the building into a food court for the National Mall. The museum here is a barely disguised version of the Smithsonian's Freer and Sackler Galleries, where Zuravleff once worked, and she knows her material -- sometimes too well. But readers who can look past the pedantic lessons on Buddhism and art history will find a tart, affectionate satire of the museum world's bickering and scheming. ''People assumed that behind these walls, beautiful decisions were arrived at in an intelligent, courteous manner,'' Zuravleff writes. ''Let the record show it might as well be mud-wrestling.''  ",Book Review Desk,7
455,1045,1993-11-21,1,Unknown,"{'main': 'Bless His Fat Little Head', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bless His Fat Little Head', 'name': None, 'seo': None, 'sub': None}",nyt://article/888e4fbd-e804-551a-9b85-a07665d62ee0,805,20.0,https://www.nytimes.com/1993/11/21/books/bless-his-fat-little-head.html,"{'original': 'By Fred Miller Robinson', 'person': [{'firstname': 'Fred', 'middlename': 'Miller', 'lastname': 'Robinson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'SMITH, VIRGINIA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'FUNNY LITTLE MAN, THE (BOOK)', 'rank': 3, 'major': 'N'}]",Books,article,Unknown,The New York Times,1993-11-21T05:00:00+0000,THE FUNNY LITTLE MAN The Biography of a Graphic Image. By Virginia Smith. Illustrated. 182 pp. New York: Van Nostrand Reinhold. $34.95.,Review,nyt://article/888e4fbd-e804-551a-9b85-a07665d62ee0,[],  THE FUNNY LITTLE MAN The Biography of a Graphic Image. By Virginia Smith. Illustrated. 182 pp. New York:  Van Nostrand Reinhold. $34.95.,Book Review Desk,7
456,9388,1999-02-14,0,Unknown,"{'main': 'Still No Context', 'kicker': None, 'content_kicker': None, 'print_headline': 'Still No Context', 'name': None, 'seo': None, 'sub': None}",nyt://article/2466ef7a-ad39-5e7f-b020-f8934d0aed9e,1371,9.0,https://www.nytimes.com/1999/02/14/books/still-no-context.html,"{'original': 'By Gerald Marzorati', 'person': [{'firstname': 'Gerald', 'middlename': None, 'lastname': 'Marzorati', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Trow, George W S', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': ""MY PILGRIM'S PROGRESS: MEDIA STUDIES, 1950-1998 (BOOK)"", 'rank': 4, 'major': 'N'}]",Books,article,"Gerald Marzorati reviews book My Pilgrim's Progress: Media Studies, 1950-1998 by George W S Trow; drawing (M)",The New York Times,1999-02-14T05:00:00+0000,MY PILGRIM'S PROGRESS,Review,nyt://article/2466ef7a-ad39-5e7f-b020-f8934d0aed9e,[],"Gerald Marzorati reviews book My Pilgrim's Progress: Media Studies, 1950-1998 by George W S Trow; drawing (M)",Book Review Desk,7
457,10050,1999-07-04,1,Unknown,"{'main': 'The Postindustrial Revolution', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Postindustrial Revolution', 'name': None, 'seo': None, 'sub': None}",nyt://article/9f97ca8b-1efd-51ce-a2ac-1b2036cf93eb,1307,4.0,https://www.nytimes.com/1999/07/04/books/the-postindustrial-revolution.html,"{'original': 'By Anthony Gottlieb', 'person': [{'firstname': 'Anthony', 'middlename': None, 'lastname': 'Gottlieb', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Fukuyama, Francis', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'GREAT DISRUPTION, THE (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Anthony Gottlieb reviews book The Great Disruption: Human Nature and the Reconstitution of Social Order by Francis Fukuyama; drawings (M),The New York Times,1999-07-04T05:00:00+0000,The Great Disruption,Review,nyt://article/9f97ca8b-1efd-51ce-a2ac-1b2036cf93eb,[],Anthony Gottlieb reviews book The Great Disruption: Human Nature and the Reconstitution of Social Order by Francis Fukuyama; drawings (M),Book Review Desk,7
